CIRCOSCRIZIONE,COMUNE,ELETTORI,ELETTORI_MASCHI,VOTANTI,VOTANTI_MASCHI,SCHEDE_BIANCHE,CASAPOUND ITALIA,IL POPOLO DELLA FAMIGLIA,NOI CON L'ITALIA - UDC,LEGA,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,+EUROPA,PARTITO DEMOCRATICO,ITALIA EUROPA INSIEME,CIVICA POPOLARE LORENZIN,LIBERI E UGUALI,PARTITO VALORE UMANO,POTERE AL POPOLO!,MOVIMENTO 5 STELLE,ITALIA AGLI ITALIANI,PARTITO REPUBBLICANO ITALIANO - ALA,10 VOLTE MEGLIO,PER UNA SINISTRA RIVOLUZIONARIA,GRANDE NORD,BLOCCO NAZIONALE PER LE LIBERTA',ITALIA NEL CUORE,RINASCIMENTO MIR,LISTA DEL POPOLO PER LA COSTITUZIONE,PATTO PER L'AUTONOMIA,SIAMO,PARTITO COMUNISTA,AUTODETERMINATZIONE,SVP - PATT,PD-UV-UVP-EPAV,POUR TOUS PER TUTTI PE TCHEUT,FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA,RISPOSTA CIVICA,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
TRENTINO-ALTO ADIGE/S_DTIROL,PERCA/PERCHA,1201,594,776,389,64,0,6,2,28,6,6,4,34,5,1,31,23,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,42,44,5.412371134020619,5.670103092783505
TRENTINO-ALTO ADIGE/S_DTIROL,PONTE GARDENA/WAIDBRUCK,134,73,88,47,5,0,1,1,5,2,2,0,3,1,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,10,4,11.363636363636363,4.545454545454546
TRENTINO-ALTO ADIGE/S_DTIROL,PREDOI/PRETTAU,457,235,283,147,34,1,1,0,4,4,0,0,14,1,0,5,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,8,15,2.8268551236749118,5.30035335689046
TRENTINO-ALTO ADIGE/S_DTIROL,RACINES/RATSCHINGS,3427,1777,1977,1022,252,6,13,1,77,33,4,2,74,9,2,53,9,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,115,87,5.816894284269095,4.400606980273141
TRENTINO-ALTO ADIGE/S_DTIROL,RASUN ANTERSELVA/RASEN-ANTHOLZ,2196,1131,1484,777,120,3,13,1,37,21,1,3,49,3,0,45,12,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,60,55,4.0431266846361185,3.706199460916442
TRENTINO-ALTO ADIGE/S_DTIROL,RENON/RITTEN,5870,2952,4108,2060,187,25,33,1,120,58,10,22,155,17,5,159,15,13,244,0,0,0,0,0,0,0,0,0,0,0,0,0,2628,0,0,0,0,189,199,4.6007789678675755,4.844206426484908
TRENTINO-ALTO ADIGE/S_DTIROL,RIO DI PUSTERIA/M_HLBACH,2147,1090,1351,682,151,3,30,2,41,39,2,6,41,2,0,43,4,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,84,49,6.217616580310881,3.6269430051813467
TRENTINO-ALTO ADIGE/S_DTIROL,RODENGO/RODENECK,960,490,632,325,72,1,1,0,15,7,0,2,9,0,1,13,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,22,12,3.481012658227848,1.89873417721519
TRENTINO-ALTO ADIGE/S_DTIROL,SAN CANDIDO/INNICHEN,2552,1277,1663,833,102,13,17,2,105,92,21,8,121,5,3,73,5,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,220,137,13.2291040288635,8.238123872519543
TRENTINO-ALTO ADIGE/S_DTIROL,SAN LORENZO DI SEBATO/ST. LORENZEN,2939,1466,1871,946,156,3,9,1,51,37,4,9,78,4,0,92,35,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,93,91,4.970603955104223,4.863709246392304
TRENTINO-ALTO ADIGE/S_DTIROL,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,1374,694,996,513,42,5,10,3,96,23,2,8,30,1,0,13,3,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,124,39,12.449799196787147,3.91566265060241
TRENTINO-ALTO ADIGE/S_DTIROL,SANTA CRISTINA VALGARDENA/ST. CHRISTINA IN GRÍDEN,1466,736,1088,557,44,3,5,4,144,47,4,3,49,2,2,13,8,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,199,56,18.290441176470587,5.147058823529411
TRENTINO-ALTO ADIGE/S_DTIROL,SELVA DEI MOLINI/M_HLWALD,1124,595,732,395,82,1,4,0,6,10,1,1,11,0,1,9,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,17,13,2.3224043715846996,1.7759562841530054
TRENTINO-ALTO ADIGE/S_DTIROL,SELVA DI VAL GARDENA/WOLKENSTEIN IN GRÍDEN,2015,1016,1471,763,54,9,13,1,170,97,14,7,61,4,1,27,3,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,282,73,19.170632222977567,4.962610469068661
TRENTINO-ALTO ADIGE/S_DTIROL,SESTO/SEXTEN,1461,724,850,428,77,3,3,2,34,23,2,3,29,2,1,35,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,61,35,7.1764705882352935,4.117647058823529
TRENTINO-ALTO ADIGE/S_DTIROL,TERENTO/TERENTEN,1350,704,851,450,110,0,5,0,16,6,0,2,20,1,1,24,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,22,24,2.5851938895417157,2.82021151586369
TRENTINO-ALTO ADIGE/S_DTIROL,TIRES/TIERS,755,377,518,255,30,1,9,0,12,3,1,0,12,2,0,21,4,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,16,14,3.088803088803089,2.7027027027027026
TRENTINO-ALTO ADIGE/S_DTIROL,VALDAORA/OLANG,2388,1200,1566,795,121,5,13,7,43,17,0,4,77,8,1,58,6,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,67,90,4.278416347381865,5.747126436781609
TRENTINO-ALTO ADIGE/S_DTIROL,VAL DI VIZZE/PFITSCH,2236,1112,1421,725,109,4,8,0,89,49,14,11,69,8,1,32,3,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,152,89,10.696692470091484,6.263194933145671
TRENTINO-ALTO ADIGE/S_DTIROL,VALLE AURINA/AHRNTAL,4550,2325,2744,1404,351,6,20,0,59,44,3,4,76,8,3,88,60,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,0,0,0,106,91,3.8629737609329444,3.316326530612245
TRENTINO-ALTO ADIGE/S_DTIROL,VALLE DI CASIES/GSIES,1717,871,1222,619,104,3,9,0,18,14,2,5,28,2,0,25,9,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,34,35,2.7823240589198037,2.8641571194762685
TRENTINO-ALTO ADIGE/S_DTIROL,VANDOIES/VINTL,2521,1286,1534,774,203,3,23,1,74,42,2,3,28,6,0,58,10,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,119,37,7.757496740547588,2.411994784876141
TRENTINO-ALTO ADIGE/S_DTIROL,VARNA/VAHRN,3274,1617,2312,1139,157,3,19,0,159,69,11,9,123,8,1,114,9,7,191,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,239,141,10.337370242214533,6.098615916955017
TRENTINO-ALTO ADIGE/S_DTIROL,VELTURNO/FELDTHURNS,2138,1063,1456,715,121,3,15,0,35,30,2,2,27,7,1,45,11,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,67,37,4.601648351648352,2.541208791208791
TRENTINO-ALTO ADIGE/S_DTIROL,VILLABASSA/NIEDERDORF,1154,587,677,341,54,4,10,1,33,11,7,4,33,3,0,23,8,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,52,40,7.680945347119645,5.908419497784342
TRENTINO-ALTO ADIGE/S_DTIROL,VILLANDRO/VILLANDERS,1449,758,960,509,96,3,12,0,29,7,1,0,15,1,1,32,7,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,37,17,3.854166666666667,1.7708333333333333
TRENTINO-ALTO ADIGE/S_DTIROL,VIPITENO/STERZING,5133,2581,3147,1566,174,33,32,8,327,198,81,45,240,8,3,129,12,10,466,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,0,0,0,0,614,296,19.510645058786146,9.40578328566889
TRENTINO-ALTO ADIGE/S_DTIROL,ALBIANO,1111,570,908,469,6,6,6,5,309,119,64,20,98,1,12,8,0,2,160,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,497,131,54.73568281938326,14.427312775330398
TRENTINO-ALTO ADIGE/S_DTIROL,ALDENO,2403,1186,2086,1040,17,20,13,8,550,182,78,57,403,16,28,49,3,19,417,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,818,504,39.213806327900286,24.161073825503358
TRENTINO-ALTO ADIGE/S_DTIROL,ALTAVALLE,1263,630,1031,523,15,9,10,8,272,85,22,15,222,5,26,23,5,5,188,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,387,268,37.53637245392822,25.994180407371488
TRENTINO-ALTO ADIGE/S_DTIROL,AMBLAR-DON,393,197,310,153,7,4,5,1,116,30,8,8,57,0,1,2,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,155,66,50,21.29032258064516
TRENTINO-ALTO ADIGE/S_DTIROL,ANDALO,852,437,646,332,11,4,4,2,203,85,30,18,70,3,15,4,1,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,320,106,49.53560371517028,16.408668730650156
TRENTINO-ALTO ADIGE/S_DTIROL,BRESIMO,205,100,163,83,4,2,0,1,57,19,1,2,30,0,2,3,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,78,34,47.85276073619632,20.858895705521473
TRENTINO-ALTO ADIGE/S_DTIROL,BREZ,567,280,466,236,14,5,10,2,120,50,16,4,91,0,16,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,188,111,40.343347639484975,23.819742489270386
TRENTINO-ALTO ADIGE/S_DTIROL,CAGNO',262,136,202,105,4,0,1,2,43,25,3,2,49,0,4,11,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,73,55,36.13861386138614,27.22772277227723
TRENTINO-ALTO ADIGE/S_DTIROL,CALDES,808,410,665,345,13,1,0,3,244,60,24,10,64,4,27,12,0,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,331,105,49.774436090225564,15.789473684210526
TRENTINO-ALTO ADIGE/S_DTIROL,CAMPODENNO,1170,599,989,522,25,6,4,8,269,85,24,13,130,7,11,23,3,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,386,161,39.02932254802831,16.27906976744186
TRENTINO-ALTO ADIGE/S_DTIROL,CASTELFONDO,444,228,366,188,8,0,3,2,114,38,11,11,54,1,7,3,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,165,73,45.08196721311475,19.94535519125683
TRENTINO-ALTO ADIGE/S_DTIROL,CAVARENO,784,399,632,328,6,3,5,3,169,59,30,28,113,3,16,8,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,261,160,41.29746835443038,25.31645569620253
TRENTINO-ALTO ADIGE/S_DTIROL,CAVEDAGO,418,218,326,181,10,3,5,1,104,26,5,5,51,0,13,4,2,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,136,69,41.717791411042946,21.165644171779142
TRENTINO-ALTO ADIGE/S_DTIROL,CAVEDINE,2373,1199,1928,997,10,12,16,7,589,172,67,24,286,13,29,33,2,10,413,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,835,352,43.309128630705395,18.25726141078838
TRENTINO-ALTO ADIGE/S_DTIROL,CAVIZZANA,199,97,172,83,8,1,1,1,44,14,1,6,30,3,0,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,60,39,34.883720930232556,22.674418604651162
TRENTINO-ALTO ADIGE/S_DTIROL,CEMBRA LISIGNAGO,1771,894,1448,738,24,26,19,2,436,135,47,30,186,7,33,18,2,16,304,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,620,256,42.81767955801105,17.67955801104972
TRENTINO-ALTO ADIGE/S_DTIROL,CIMONE,553,280,471,240,6,10,0,2,151,36,13,7,61,6,23,16,2,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,202,97,42.88747346072187,20.59447983014862
TRENTINO-ALTO ADIGE/S_DTIROL,CIS,245,122,225,114,5,0,1,0,76,12,1,2,32,1,23,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,89,58,39.55555555555556,25.77777777777778
TRENTINO-ALTO ADIGE/S_DTIROL,CLES,5220,2500,4119,2033,59,25,31,16,1171,373,125,81,685,32,61,83,15,20,676,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,1685,859,40.907987375576596,20.854576353483857
TRENTINO-ALTO ADIGE/S_DTIROL,CLOZ,504,262,390,215,7,2,8,3,99,38,12,5,76,1,7,3,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,152,89,38.97435897435898,22.82051282051282
TRENTINO-ALTO ADIGE/S_DTIROL,COMMEZZADURA,774,382,576,289,13,1,1,6,212,34,16,9,94,1,7,8,0,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,268,111,46.52777777777778,19.270833333333336
TRENTINO-ALTO ADIGE/S_DTIROL,CONTA',1110,548,932,473,24,12,6,5,250,94,36,21,148,3,14,20,3,5,150,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,385,186,41.30901287553648,19.95708154506438
TRENTINO-ALTO ADIGE/S_DTIROL,CROVIANA,515,255,424,215,11,5,0,0,133,42,12,8,72,5,8,5,0,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,187,93,44.10377358490566,21.933962264150946
TRENTINO-ALTO ADIGE/S_DTIROL,DAMBEL,329,174,256,140,7,1,2,4,65,8,8,5,60,5,8,8,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,85,78,33.203125,30.46875
TRENTINO-ALTO ADIGE/S_DTIROL,DENNO,910,453,777,400,13,5,0,4,180,61,18,35,158,5,21,24,0,2,146,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,263,219,33.84813384813385,28.185328185328185
TRENTINO-ALTO ADIGE/S_DTIROL,DIMARO FOLGARIDA,1599,774,1275,626,16,16,6,6,475,119,28,22,146,6,12,13,1,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,628,186,49.254901960784316,14.588235294117647
TRENTINO-ALTO ADIGE/S_DTIROL,FAEDO,496,251,428,220,10,5,2,1,92,28,15,10,87,0,3,5,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,136,100,31.775700934579437,23.364485981308412
TRENTINO-ALTO ADIGE/S_DTIROL,FAI DELLA PAGANELLA,751,375,566,279,8,1,3,1,151,34,19,15,95,2,15,6,1,10,126,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,205,127,36.21908127208481,22.43816254416961
TRENTINO-ALTO ADIGE/S_DTIROL,FONDO,1073,516,809,411,15,7,2,2,255,88,38,24,127,3,20,6,1,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,383,174,47.3423980222497,21.508034610630407
TRENTINO-ALTO ADIGE/S_DTIROL,GARNIGA TERME,305,161,258,140,2,2,3,3,88,14,10,3,43,1,3,3,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,115,50,44.57364341085272,19.379844961240313
TRENTINO-ALTO ADIGE/S_DTIROL,GIOVO,1977,992,1669,858,22,12,22,8,406,115,38,32,303,7,18,39,10,16,384,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,567,360,33.97243858597963,21.569802276812464
TRENTINO-ALTO ADIGE/S_DTIROL,LAVIS,6554,3246,5223,2609,75,39,40,23,1248,402,154,126,901,23,55,116,19,59,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,1827,1105,34.97989661114302,21.15642351139192
TRENTINO-ALTO ADIGE/S_DTIROL,LIVO,630,327,526,284,12,0,0,2,207,49,5,8,69,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,263,85,50,16.159695817490494
TRENTINO-ALTO ADIGE/S_DTIROL,LONA-LASES,591,295,481,246,5,10,0,2,152,47,22,8,53,2,11,6,2,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,223,74,46.36174636174636,15.384615384615385
TRENTINO-ALTO ADIGE/S_DTIROL,MADRUZZO,2164,1075,1833,926,31,30,12,8,418,128,78,38,284,11,44,44,5,15,416,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,632,377,34.47899618112384,20.56737588652482
TRENTINO-ALTO ADIGE/S_DTIROL,MALE',1596,765,1210,615,18,8,5,5,362,128,35,36,180,3,34,21,3,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,530,253,43.80165289256198,20.909090909090907
TRENTINO-ALTO ADIGE/S_DTIROL,MALOSCO,300,157,238,126,12,0,1,2,76,31,7,3,28,2,4,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,116,37,48.739495798319325,15.546218487394958
TRENTINO-ALTO ADIGE/S_DTIROL,MEZZANA,722,370,550,283,13,0,1,2,182,56,37,8,62,1,11,4,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,277,82,50.36363636363637,14.909090909090908
TRENTINO-ALTO ADIGE/S_DTIROL,MEZZOCORONA,4000,1932,3230,1586,36,24,26,14,759,275,105,128,551,23,53,60,1,31,585,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,1153,755,35.696594427244584,23.374613003095977
TRENTINO-ALTO ADIGE/S_DTIROL,MEZZOLOMBARDO,5226,2571,4061,2024,52,40,41,15,1035,394,200,103,586,21,46,100,13,16,954,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,1644,756,40.48263974390544,18.616104407781332
TRENTINO-ALTO ADIGE/S_DTIROL,MOLVENO,969,456,712,334,8,4,4,3,255,99,10,11,67,1,8,7,2,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,367,87,51.54494382022472,12.219101123595506
TRENTINO-ALTO ADIGE/S_DTIROL,NAVE SAN ROCCO,1040,522,867,441,14,9,7,3,279,54,37,14,125,8,16,18,1,10,203,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,373,163,43.02191464821223,18.800461361014996
TRENTINO-ALTO ADIGE/S_DTIROL,OSSANA,654,313,520,256,9,1,0,2,107,28,5,29,86,5,11,9,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,142,131,27.307692307692307,25.192307692307693
TRENTINO-ALTO ADIGE/S_DTIROL,PEIO,1483,783,1150,621,14,1,3,2,319,84,29,22,228,4,43,19,0,4,204,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,434,297,37.73913043478261,25.82608695652174
TRENTINO-ALTO ADIGE/S_DTIROL,PELLIZZANO,636,312,475,246,7,2,1,4,88,25,11,13,126,3,8,4,0,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,128,150,26.94736842105263,31.57894736842105
TRENTINO-ALTO ADIGE/S_DTIROL,PREDAIA,4940,2462,3956,2031,57,36,43,15,1118,312,156,95,599,19,58,64,11,21,753,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,1601,771,40.47017189079878,19.48938321536906
TRENTINO-ALTO ADIGE/S_DTIROL,RABBI,1136,585,877,453,36,6,3,2,328,59,27,12,109,2,28,12,1,11,103,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,416,151,47.43443557582668,17.217787913340935
TRENTINO-ALTO ADIGE/S_DTIROL,REVO',995,506,771,404,7,12,5,4,228,43,14,11,147,2,26,5,3,4,95,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,289,186,37.48378728923476,24.124513618677042
TRENTINO-ALTO ADIGE/S_DTIROL,ROMALLO,472,240,382,202,7,6,0,1,90,27,12,5,77,1,11,10,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,130,94,34.031413612565444,24.60732984293194
TRENTINO-ALTO ADIGE/S_DTIROL,ROMENO,1100,561,892,462,13,0,0,6,258,91,33,27,145,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,388,216,43.49775784753363,24.2152466367713
TRENTINO-ALTO ADIGE/S_DTIROL,RONZONE,319,166,248,128,4,5,1,0,71,27,27,5,33,0,4,5,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,125,42,50.403225806451616,16.93548387096774
TRENTINO-ALTO ADIGE/S_DTIROL,ROVERE' DELLA LUNA,1172,590,976,498,19,8,2,4,276,113,32,13,122,5,18,26,2,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,425,158,43.545081967213115,16.188524590163937
TRENTINO-ALTO ADIGE/S_DTIROL,RUFFRE'-MENDOLA,341,174,266,138,8,3,1,1,71,19,11,6,31,1,1,4,1,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,102,39,38.34586466165413,14.661654135338345
TRENTINO-ALTO ADIGE/S_DTIROL,RUMO,618,317,479,250,5,0,0,2,159,38,12,13,74,2,10,6,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,211,99,44.05010438413361,20.668058455114824
TRENTINO-ALTO ADIGE/S_DTIROL,SAN MICHELE ALL'ADIGE,2189,1105,1722,866,21,17,13,8,394,148,52,41,268,11,25,33,3,11,421,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,602,345,34.959349593495936,20.034843205574912
TRENTINO-ALTO ADIGE/S_DTIROL,SANZENO,730,362,572,296,13,3,3,1,182,56,16,8,65,2,10,11,0,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,255,85,44.58041958041958,14.86013986013986
TRENTINO-ALTO ADIGE/S_DTIROL,SARNONICO,570,287,436,225,11,3,9,6,122,34,12,10,66,4,2,10,1,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,174,82,39.908256880733944,18.807339449541285
TRENTINO-ALTO ADIGE/S_DTIROL,SEGONZANO,1086,541,863,435,8,4,9,4,252,63,23,14,118,9,17,12,1,5,220,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,342,158,39.62920046349942,18.308227114716107
TRENTINO-ALTO ADIGE/S_DTIROL,SFRUZ,275,138,238,126,4,5,5,1,44,21,7,6,40,0,10,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,73,56,30.672268907563026,23.52941176470588
TRENTINO-ALTO ADIGE/S_DTIROL,SOVER,670,349,515,275,10,8,2,2,162,37,17,12,63,2,9,5,1,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,218,86,42.33009708737864,16.699029126213592
TRENTINO-ALTO ADIGE/S_DTIROL,SPORMAGGIORE,963,516,794,429,8,2,4,3,215,73,21,14,155,10,4,12,2,10,121,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,312,183,39.29471032745592,23.047858942065492
TRENTINO-ALTO ADIGE/S_DTIROL,SPORMINORE,556,277,475,246,13,0,3,1,166,57,6,7,78,0,20,1,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,230,105,48.421052631578945,22.105263157894736
TRENTINO-ALTO ADIGE/S_DTIROL,TERZOLAS,494,236,411,199,11,6,2,1,138,41,11,7,57,2,10,3,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,191,76,46.47201946472019,18.491484184914842
TRENTINO-ALTO ADIGE/S_DTIROL,TON,1007,530,784,419,14,5,2,3,230,66,24,9,90,3,14,12,0,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,323,116,41.19897959183674,14.795918367346939
TRENTINO-ALTO ADIGE/S_DTIROL,TRENTO,87549,41383,69150,33218,541,590,552,333,13174,5005,2233,3404,15964,676,1351,2614,181,1056,14248,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,20745,21395,30,30.939985538684024
TRENTINO-ALTO ADIGE/S_DTIROL,VALLELAGHI,3884,1951,3293,1669,34,36,20,12,698,223,97,120,606,16,50,85,5,19,851,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,1030,792,31.27846948071667,24.051017309444276
TRENTINO-ALTO ADIGE/S_DTIROL,VERMIGLIO,1452,714,1152,573,24,2,3,5,331,127,24,16,112,0,17,5,3,7,213,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,487,145,42.27430555555556,12.586805555555555
TRENTINO-ALTO ADIGE/S_DTIROL,VILLE D'ANAUNIA,3773,1840,3092,1563,54,15,9,221,624,222,82,60,627,17,71,57,3,9,529,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,1149,775,37.160413971539455,25.064683053040106
TRENTINO-ALTO ADIGE/S_DTIROL,ZAMBANA,1264,630,1060,544,15,5,9,3,248,89,25,22,185,5,12,25,0,6,271,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,365,224,34.43396226415094,21.132075471698116
TRENTINO-ALTO ADIGE/S_DTIROL,ALA,6445,3246,5101,2598,74,76,63,18,1287,382,134,89,830,28,67,93,9,66,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,1821,1014,35.698882572044695,19.87845520486179
TRENTINO-ALTO ADIGE/S_DTIROL,ARCO,13372,6477,10560,5209,111,150,78,27,2093,870,289,377,2002,49,113,320,18,146,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,3279,2541,31.05113636363636,24.0625
TRENTINO-ALTO ADIGE/S_DTIROL,AVIO,3133,1537,2629,1325,25,51,19,14,890,222,86,20,360,13,47,44,2,36,515,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,1212,440,46.10117915557247,16.736401673640167
TRENTINO-ALTO ADIGE/S_DTIROL,BESENELLO,2032,1014,1698,857,22,23,18,10,373,100,47,32,281,12,21,47,2,34,469,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,530,346,31.21319199057715,20.376914016489987
TRENTINO-ALTO ADIGE/S_DTIROL,BLEGGIO SUPERIORE,1252,632,978,515,11,4,14,4,237,50,18,21,206,2,52,18,0,11,199,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,309,281,31.595092024539877,28.732106339468306
TRENTINO-ALTO ADIGE/S_DTIROL,BOCENAGO,325,160,281,140,1,0,0,5,111,37,7,3,23,0,2,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,160,28,56.93950177935944,9.9644128113879
